#node1	node2	node1_string_id	node2_string_id	neighborhood_on_chromosome	gene_fusion	phylogenetic_cooccurrence	homology	coexpression	experimentally_determined_interaction	database_annotated	automated_textmining	combined_score
ADAMTS17	SPON2	9606.ENSP00000268070	9606.ENSP00000483599	0	0	0	0	0.062	0	0.900	0.340	0.932
ADAMTS4	MMP27	9606.ENSP00000356975	9606.ENSP00000260229	0	0	0	0	0	0.066	0	0.510	0.523
ADAMTS4	BMP7	9606.ENSP00000356975	9606.ENSP00000379204	0	0	0	0	0	0.056	0	0.391	0.400
ADAMTS4	ADAMTS9	9606.ENSP00000356975	9606.ENSP00000418735	0	0	0	0.874	0.062	0	0.900	0.694	0.910
ADAMTS4	ADAMTS6	9606.ENSP00000356975	9606.ENSP00000370443	0	0	0	0.813	0	0	0.900	0.766	0.914
ADAMTS4	SPON2	9606.ENSP00000356975	9606.ENSP00000483599	0	0	0	0	0.062	0	0.900	0.235	0.922
ADAMTS6	TMEM248	9606.ENSP00000370443	9606.ENSP00000340668	0	0	0	0	0	0	0	0.446	0.446
ADAMTS6	HTRA1	9606.ENSP00000370443	9606.ENSP00000357980	0	0	0	0	0	0	0	0.545	0.545
ADAMTS6	SPON2	9606.ENSP00000370443	9606.ENSP00000483599	0	0	0	0	0.076	0	0.900	0.085	0.908
ADAMTS6	ADAMTS9	9606.ENSP00000370443	9606.ENSP00000418735	0	0	0	0.840	0.049	0	0.900	0.781	0.913
ADAMTS9	SPON2	9606.ENSP00000418735	9606.ENSP00000483599	0	0	0	0	0.062	0	0.900	0.212	0.919
ADCY1	CAP2	9606.ENSP00000297323	9606.ENSP00000229922	0	0	0	0	0.197	0.252	0	0.108	0.417
ADCY1	PDE11A	9606.ENSP00000297323	9606.ENSP00000286063	0	0	0	0	0.108	0.161	0.650	0.107	0.734
ADCY1	GRIA1	9606.ENSP00000297323	9606.ENSP00000428994	0	0	0	0	0.109	0	0	0.374	0.419
ADCY1	KCNJ5	9606.ENSP00000297323	9606.ENSP00000433295	0	0	0	0	0	0	0	0.441	0.441
ADCY1	PDE4B	9606.ENSP00000297323	9606.ENSP00000332116	0	0	0	0	0.108	0.172	0.650	0.438	0.835
ADD1	LPL	9606.ENSP00000264758	9606.ENSP00000309757	0	0	0	0	0	0	0	0.404	0.404
ADD1	DLG4	9606.ENSP00000264758	9606.ENSP00000382428	0	0	0	0	0.085	0.337	0	0.111	0.414
ADD1	YARS	9606.ENSP00000264758	9606.ENSP00000362576	0.190	0	0	0	0	0	0	0.615	0.675
AKIP1	SENP8	9606.ENSP00000310459	9606.ENSP00000340505	0	0	0	0	0	0.270	0	0.324	0.485
AKR1B10	NUTF2	9606.ENSP00000352584	9606.ENSP00000219169	0	0	0	0	0	0.499	0	0.049	0.503
AKR1B10	TPH1	9606.ENSP00000352584	9606.ENSP00000250018	0	0	0	0	0.062	0	0.900	0.047	0.902
AKR1B10	ALDH1A1	9606.ENSP00000352584	9606.ENSP00000297785	0	0	0	0	0.109	0.102	0	0.386	0.465
AKR1B10	CYP2E1	9606.ENSP00000352584	9606.ENSP00000440689	0	0	0	0	0.062	0	0.900	0.243	0.922
ALDH1A1	RDH10	9606.ENSP00000297785	9606.ENSP00000240285	0	0	0	0	0.065	0.105	0.650	0.654	0.885
ALDH1A1	ALDH1A2	9606.ENSP00000297785	9606.ENSP00000249750	0	0	0.449	0.977	0	0	0.800	0.681	0.804
ALDH1A1	POU5F1	9606.ENSP00000297785	9606.ENSP00000259915	0	0	0	0	0	0	0	0.761	0.761
ALDH1A1	NOTCH3	9606.ENSP00000297785	9606.ENSP00000263388	0	0	0	0	0	0	0	0.430	0.430
ALDH1A1	ERBB2	9606.ENSP00000297785	9606.ENSP00000269571	0	0	0	0	0	0	0	0.614	0.614
ALDH1A1	KRT19	9606.ENSP00000297785	9606.ENSP00000355124	0	0	0	0	0	0	0	0.470	0.470
ALDH1A1	CYP2E1	9606.ENSP00000297785	9606.ENSP00000440689	0	0	0	0	0.063	0.061	0	0.488	0.510
ALDH1A1	PNPT1	9606.ENSP00000297785	9606.ENSP00000400646	0	0	0	0	0.058	0	0	0.642	0.648
ALDH1A2	RDH10	9606.ENSP00000249750	9606.ENSP00000240285	0	0	0	0	0.065	0.105	0.650	0.728	0.909
ALDH1A2	PNPT1	9606.ENSP00000249750	9606.ENSP00000400646	0	0	0	0	0.058	0	0	0.422	0.432
ALDH1A2	RASGRP1	9606.ENSP00000249750	9606.ENSP00000310244	0	0	0	0	0	0	0	0.542	0.542
ALDH1A2	TCF21	9606.ENSP00000249750	9606.ENSP00000356857	0	0	0	0	0.062	0	0	0.697	0.703
AMBRA1	WIPI2	9606.ENSP00000431926	9606.ENSP00000288828	0	0	0	0	0.068	0	0	0.657	0.667
AMBRA1	DDA1	9606.ENSP00000431926	9606.ENSP00000352928	0	0	0	0	0	0.748	0	0.196	0.789
AMBRA1	TRIM5	9606.ENSP00000431926	9606.ENSP00000369373	0	0	0	0	0	0.056	0	0.439	0.448
AMBRA1	ZFYVE1	9606.ENSP00000431926	9606.ENSP00000450742	0	0	0	0	0.062	0	0	0.602	0.610
AMPH	SNX17	9606.ENSP00000348602	9606.ENSP00000233575	0	0	0	0	0	0	0	0.412	0.412
AMPH	SNAP25	9606.ENSP00000348602	9606.ENSP00000254976	0	0	0	0	0.253	0	0	0.325	0.475
AMPH	GRIA1	9606.ENSP00000348602	9606.ENSP00000428994	0	0	0	0	0.196	0	0	0.323	0.432
AMPH	SYN2	9606.ENSP00000348602	9606.ENSP00000480050	0	0	0	0	0.196	0.184	0	0.301	0.502
AMPH	DLG4	9606.ENSP00000348602	9606.ENSP00000382428	0	0	0	0	0.146	0	0	0.470	0.528
AMPH	SNX2	9606.ENSP00000348602	9606.ENSP00000368831	0	0	0	0	0.073	0.069	0	0.700	0.719
ANKAR	CDH18	9606.ENSP00000427882	9606.ENSP00000425093	0	0	0	0	0	0.060	0	0.391	0.403
ANKRD34A	NUDT17	9606.ENSP00000475189	9606.ENSP00000334437	0	0	0	0	0	0	0	0.565	0.565
ANKRD34A	CCDC85A	9606.ENSP00000475189	9606.ENSP00000384040	0	0	0	0	0.107	0	0	0.395	0.437
ANKRD49	BBS2	9606.ENSP00000440396	9606.ENSP00000245157	0	0	0	0	0	0	0	0.632	0.632
ANKRD49	MATK	9606.ENSP00000440396	9606.ENSP00000378485	0	0	0	0	0	0.120	0	0.439	0.485
ANKS1A	SCUBE3	9606.ENSP00000353518	9606.ENSP00000274938	0	0	0	0	0	0.108	0	0.725	0.744
ANP32B	PAK1IP1	9606.ENSP00000345848	9606.ENSP00000368887	0	0	0	0	0.448	0	0	0	0.448
ANXA10	S100A11	9606.ENSP00000352248	9606.ENSP00000271638	0	0	0	0	0.062	0.058	0	0.414	0.436
APLNR	EIF1AX	9606.ENSP00000475344	9606.ENSP00000368927	0	0	0	0	0	0	0	0.621	0.621
APLNR	TXLNG	9606.ENSP00000475344	9606.ENSP00000369465	0	0	0	0	0	0	0	0.662	0.662
APLNR	SPON2	9606.ENSP00000475344	9606.ENSP00000483599	0	0	0	0	0	0	0	0.644	0.644
ARL5A	BBS2	9606.ENSP00000295087	9606.ENSP00000245157	0	0	0	0	0.062	0.213	0	0.257	0.403
ARL5A	GBF1	9606.ENSP00000295087	9606.ENSP00000359000	0	0	0	0	0.063	0.346	0	0.213	0.475
ARMCX2	CAP2	9606.ENSP00000331662	9606.ENSP00000229922	0	0	0	0	0.476	0	0	0	0.476
ARMCX6	GRPEL2	9606.ENSP00000444537	9606.ENSP00000329558	0	0	0	0	0	0	0	0.510	0.510
ARMCX6	PTPLA	9606.ENSP00000444537	9606.ENSP00000355308	0	0	0	0	0	0	0	0.408	0.408
ASIC2	SCN2A	9606.ENSP00000225823	9606.ENSP00000364586	0	0	0	0	0.291	0	0	0.213	0.418
ASIC2	DLG4	9606.ENSP00000225823	9606.ENSP00000382428	0	0	0	0	0.152	0.182	0	0.935	0.952
ATP6V0E1	RRAGD	9606.ENSP00000429690	9606.ENSP00000358423	0	0	0	0	0.062	0	0.600	0.044	0.609
ATP6V0E1	SEH1L	9606.ENSP00000429690	9606.ENSP00000382779	0	0	0	0	0	0	0.900	0	0.900
ATXN1	COIL	9606.ENSP00000244769	9606.ENSP00000240316	0	0	0	0	0	0.625	0	0.610	0.847
ATXN1	CNBP	9606.ENSP00000244769	9606.ENSP00000410769	0	0	0	0	0	0	0	0.439	0.439
ATXN1	GLI3	9606.ENSP00000244769	9606.ENSP00000379258	0	0	0	0	0	0.057	0	0.435	0.444
ATXN1	ZNF804A	9606.ENSP00000244769	9606.ENSP00000303252	0	0	0	0	0	0.129	0	0.390	0.446
AZIN2	TLN1	9606.ENSP00000294517	9606.ENSP00000316029	0	0	0	0	0	0.270	0	0.277	0.449
AZIN2	GGN	9606.ENSP00000294517	9606.ENSP00000334940	0	0	0	0	0	0	0	0.534	0.534
BBS2	SDCCAG8	9606.ENSP00000245157	9606.ENSP00000355499	0	0	0	0	0	0	0	0.640	0.640
BBS2	CC2D2A	9606.ENSP00000245157	9606.ENSP00000403465	0	0	0	0	0.073	0	0	0.669	0.680
BCL7A	CAP2	9606.ENSP00000445868	9606.ENSP00000229922	0	0	0	0	0	0.477	0	0	0.477
BCL7A	SMARCC1	9606.ENSP00000445868	9606.ENSP00000254480	0	0	0	0	0.083	0.766	0	0.560	0.897
BDNF	TPH1	9606.ENSP00000414303	9606.ENSP00000250018	0	0	0	0	0	0	0	0.602	0.602
BDNF	SNAP25	9606.ENSP00000414303	9606.ENSP00000254976	0	0	0	0	0.083	0	0	0.568	0.587
BDNF	SORT1	9606.ENSP00000414303	9606.ENSP00000256637	0	0	0	0	0	0.776	0.900	0.989	0.999
BDNF	POU5F1	9606.ENSP00000414303	9606.ENSP00000259915	0	0	0	0	0	0	0	0.497	0.497
BDNF	SLC1A1	9606.ENSP00000414303	9606.ENSP00000262352	0	0	0	0	0.076	0	0	0.400	0.422
BDNF	ERBB2	9606.ENSP00000414303	9606.ENSP00000269571	0	0	0	0	0	0	0.600	0.480	0.783
BDNF	FLT1	9606.ENSP00000414303	9606.ENSP00000282397	0	0	0	0	0	0	0.600	0.310	0.712
BDNF	GRIA4	9606.ENSP00000414303	9606.ENSP00000282499	0	0	0	0	0.082	0	0	0.462	0.485
BDNF	UCHL1	9606.ENSP00000414303	9606.ENSP00000284440	0	0	0	0	0.065	0	0	0.470	0.483
BDNF	ZNF804A	9606.ENSP00000414303	9606.ENSP00000303252	0	0	0	0	0.062	0	0	0.391	0.404
BDNF	EHMT2	9606.ENSP00000414303	9606.ENSP00000364678	0	0	0	0	0	0	0	0.415	0.415
BDNF	DLG4	9606.ENSP00000414303	9606.ENSP00000382428	0	0	0	0	0.062	0	0	0.871	0.875
BDNF	RGS4	9606.ENSP00000414303	9606.ENSP00000397181	0	0	0	0	0.120	0	0	0.427	0.474
BDNF	DICER1	9606.ENSP00000414303	9606.ENSP00000437256	0	0	0	0	0	0	0	0.400	0.400
BDNF	SYN2	9606.ENSP00000414303	9606.ENSP00000480050	0	0	0	0	0.062	0	0	0.415	0.428
BDNF	SEMA4D	9606.ENSP00000414303	9606.ENSP00000416523	0	0	0	0	0	0	0	0.467	0.467
BDNF	GRIA1	9606.ENSP00000414303	9606.ENSP00000428994	0	0	0	0	0.084	0	0	0.739	0.750
BIRC3	LTBR	9606.ENSP00000263464	9606.ENSP00000228918	0	0	0	0	0	0.182	0.600	0.526	0.831
BIRC3	KDSR	9606.ENSP00000263464	9606.ENSP00000385083	0	0	0	0	0	0	0	0.583	0.583
BIRC3	TNFRSF13C	9606.ENSP00000263464	9606.ENSP00000291232	0	0	0	0	0.062	0	0.600	0.292	0.711
BIRC3	NOD2	9606.ENSP00000263464	9606.ENSP00000300589	0	0	0	0	0.098	0.270	0.900	0.470	0.960
BIRC3	TRAF3	9606.ENSP00000263464	9606.ENSP00000454207	0	0	0	0	0	0.720	0.900	0.958	0.998
BMP7	POU5F1	9606.ENSP00000379204	9606.ENSP00000259915	0	0	0	0	0.052	0.061	0	0.380	0.400
BMP7	PRDM16	9606.ENSP00000379204	9606.ENSP00000270722	0	0	0	0	0.063	0.057	0	0.620	0.635
BPHL	NDRG3	9606.ENSP00000369739	9606.ENSP00000345292	0	0	0	0	0	0.395	0	0.058	0.405
BRSK1	RAB3A	9606.ENSP00000310649	9606.ENSP00000222256	0	0	0	0	0.344	0	0	0.288	0.513
BRSK1	PPP1R18	9606.ENSP00000310649	9606.ENSP00000274853	0	0	0	0	0	0	0	0.415	0.415
C10orf2	MPV17	9606.ENSP00000309595	9606.ENSP00000369383	0	0	0	0	0.063	0	0	0.739	0.745
C14orf1	PDZD11	9606.ENSP00000256319	9606.ENSP00000239666	0	0	0	0	0	0	0	0.534	0.534
C18orf32	GAR1	9606.ENSP00000464411	9606.ENSP00000226796	0	0	0	0	0.514	0	0	0	0.514
C18orf32	RRP15	9606.ENSP00000464411	9606.ENSP00000355899	0	0	0	0	0.064	0.369	0	0.077	0.407
C18orf32	EIF1AX	9606.ENSP00000464411	9606.ENSP00000368927	0.167	0	0	0	0.401	0	0	0.215	0.574
C18orf32	DICER1	9606.ENSP00000464411	9606.ENSP00000437256	0	0	0	0	0.063	0.581	0	0.139	0.632
C6orf57	UQCC1	9606.ENSP00000359505	9606.ENSP00000363506	0	0	0	0	0	0	0	0.561	0.561
CADPS	TPH1	9606.ENSP00000373215	9606.ENSP00000250018	0	0	0	0	0	0	0	0.572	0.572
CADPS	SNAP25	9606.ENSP00000373215	9606.ENSP00000254976	0	0	0	0	0.295	0	0	0.565	0.681
CADPS	GRIA4	9606.ENSP00000373215	9606.ENSP00000282499	0	0	0	0	0.194	0	0	0.315	0.425
CAMK1G	NLE1	9606.ENSP00000009105	9606.ENSP00000413572	0	0	0	0	0	0	0	0.600	0.600
CAMKMT	SUV420H1	9606.ENSP00000367755	9606.ENSP00000305899	0	0	0	0	0	0	0.650	0.458	0.802
CAMKMT	SHMT2	9606.ENSP00000367755	9606.ENSP00000333667	0	0	0	0	0	0.042	0	0.441	0.441
CAMKMT	EHMT2	9606.ENSP00000367755	9606.ENSP00000364678	0	0	0	0	0	0	0.650	0.636	0.867
CAMKMT	SETD8	9606.ENSP00000367755	9606.ENSP00000384629	0	0	0	0	0	0	0.650	0.504	0.818
CAP2	RBM24	9606.ENSP00000229922	9606.ENSP00000368341	0	0.155	0	0	0.351	0	0	0.051	0.435
CAP2	ERBB2	9606.ENSP00000229922	9606.ENSP00000269571	0	0	0	0	0	0	0	0.459	0.459
CAP2	SETD8	9606.ENSP00000229922	9606.ENSP00000384629	0	0	0	0	0.468	0.096	0	0	0.498
CAP2	WDR1	9606.ENSP00000229922	9606.ENSP00000427687	0	0	0	0	0.087	0.369	0	0.463	0.663
CAP2	PHLPP1	9606.ENSP00000229922	9606.ENSP00000262719	0	0	0	0	0.110	0.693	0	0.389	0.818
CAPN1	NEFM	9606.ENSP00000431984	9606.ENSP00000221166	0	0	0	0	0	0.419	0	0.120	0.467
CAPN1	PHLPP1	9606.ENSP00000431984	9606.ENSP00000262719	0	0	0	0	0.052	0	0	0.415	0.422
CAPN1	TLN1	9606.ENSP00000431984	9606.ENSP00000316029	0	0	0	0	0.113	0.209	0.900	0.367	0.949
CAPN1	DLG4	9606.ENSP00000431984	9606.ENSP00000382428	0	0	0	0	0.062	0	0	0.453	0.465
CAPRIN2	DSEL	9606.ENSP00000298892	9606.ENSP00000310565	0	0	0	0	0	0	0	0.451	0.451
CASKIN2	HSBP1L1	9606.ENSP00000325355	9606.ENSP00000414236	0	0	0	0	0	0	0	0.480	0.480
CASKIN2	CEP350	9606.ENSP00000325355	9606.ENSP00000356579	0	0	0	0	0.108	0.056	0	0.523	0.563
CC2D2A	SDCCAG8	9606.ENSP00000403465	9606.ENSP00000355499	0	0	0	0	0	0	0	0.501	0.501
CC2D2A	CNTLN	9606.ENSP00000403465	9606.ENSP00000370021	0	0	0	0	0	0	0	0.693	0.694
CC2D2A	CCP110	9606.ENSP00000403465	9606.ENSP00000370803	0	0	0	0	0	0	0	0.547	0.547
CCAR2	SFXN1	9606.ENSP00000310670	9606.ENSP00000316905	0	0	0	0	0.056	0	0	0.443	0.452
CCAR2	HDAC9	9606.ENSP00000310670	9606.ENSP00000408617	0	0	0	0	0.065	0.270	0	0.446	0.589
CCDC3	COL15A1	9606.ENSP00000368102	9606.ENSP00000364140	0	0	0	0	0.062	0	0	0.662	0.669
CCDC85A	PPP1R18	9606.ENSP00000384040	9606.ENSP00000274853	0	0	0	0	0	0	0	0.408	0.408
CCP110	RTTN	9606.ENSP00000370803	9606.ENSP00000255674	0	0	0	0	0.064	0.155	0	0.428	0.508
CCP110	CEP135	9606.ENSP00000370803	9606.ENSP00000257287	0	0	0	0	0.124	0.185	0	0.912	0.932
CCP110	KIFAP3	9606.ENSP00000370803	9606.ENSP00000354560	0	0	0	0	0	0	0	0.500	0.500
CCP110	SDCCAG8	9606.ENSP00000370803	9606.ENSP00000355499	0	0	0	0	0	0	0	0.430	0.430
CCP110	CEP350	9606.ENSP00000370803	9606.ENSP00000356579	0	0	0	0	0.063	0	0	0.631	0.639
CCP110	CNTLN	9606.ENSP00000370803	9606.ENSP00000370021	0	0	0	0	0	0	0	0.709	0.709
CD3EAP	HIST1H2BD	9606.ENSP00000465099	9606.ENSP00000289316	0	0	0	0	0	0	0.900	0	0.900
CD3EAP	HIST1H2BK	9606.ENSP00000465099	9606.ENSP00000349430	0	0	0	0	0	0	0.900	0	0.900
CD3EAP	HIST1H2AC	9606.ENSP00000465099	9606.ENSP00000367022	0	0	0	0	0.045	0	0.900	0	0.900
CD3EAP	SETD8	9606.ENSP00000465099	9606.ENSP00000384629	0	0	0	0	0.062	0	0	0.449	0.461
CD3EAP	POLI	9606.ENSP00000465099	9606.ENSP00000462664	0	0	0	0	0	0	0	0.982	0.982
CDH18	CDH6	9606.ENSP00000425093	9606.ENSP00000265071	0	0	0	0.959	0.062	0.470	0.540	0.909	0.760
CDKN1A	POU5F1	9606.ENSP00000384849	9606.ENSP00000259915	0	0	0	0	0	0	0	0.463	0.463
CDKN1A	ERBB2	9606.ENSP00000384849	9606.ENSP00000269571	0	0	0	0	0	0	0	0.559	0.559
CDKN1A	MED12	9606.ENSP00000384849	9606.ENSP00000363193	0	0	0	0	0	0	0	0.444	0.444
CDKN1A	HIST1H4H	9606.ENSP00000384849	9606.ENSP00000366956	0	0	0	0	0	0	0	0.427	0.426
CDKN1A	DICER1	9606.ENSP00000384849	9606.ENSP00000437256	0	0	0	0	0	0.218	0	0.406	0.516
CEP135	RTTN	9606.ENSP00000257287	9606.ENSP00000255674	0	0	0	0	0.062	0.071	0	0.721	0.735
CEP135	CEP350	9606.ENSP00000257287	9606.ENSP00000356579	0	0	0	0	0.065	0.076	0	0.461	0.494
CEP135	SDCCAG8	9606.ENSP00000257287	9606.ENSP00000355499	0	0	0	0	0.062	0	0	0.561	0.571
CEP135	CNTLN	9606.ENSP00000257287	9606.ENSP00000370021	0	0	0	0	0	0	0	0.654	0.655
CEP350	CNTLN	9606.ENSP00000356579	9606.ENSP00000370021	0	0	0	0	0	0	0	0.738	0.738
CFD	LPL	9606.ENSP00000332139	9606.ENSP00000309757	0	0	0	0	0.108	0	0	0.667	0.691
CHCHD7	UQCC1	9606.ENSP00000306425	9606.ENSP00000363506	0	0	0	0	0.073	0	0	0.495	0.512
CHST7	XYLT2	9606.ENSP00000276055	9606.ENSP00000017003	0	0	0	0	0	0	0	0.440	0.440
CHST7	DSEL	9606.ENSP00000276055	9606.ENSP00000310565	0	0	0	0	0	0	0	0.458	0.458
CLASRP	GAR1	9606.ENSP00000221455	9606.ENSP00000226796	0	0	0	0	0.062	0	0	0.572	0.582
CNBP	DKC1	9606.ENSP00000410769	9606.ENSP00000358563	0	0	0	0	0.119	0.274	0	0.146	0.406
CNBP	SUFU	9606.ENSP00000410769	9606.ENSP00000358918	0	0	0	0	0	0	0	0.832	0.832
CNOT6L	RNF219	9606.ENSP00000424896	9606.ENSP00000282003	0	0	0	0	0	0.412	0	0	0.412
CNOT6L	PNPT1	9606.ENSP00000424896	9606.ENSP00000400646	0	0	0	0	0.062	0	0	0.490	0.502
CNTNAP1	SCN2A	9606.ENSP00000264638	9606.ENSP00000364586	0	0	0	0	0.117	0	0	0.521	0.559
CNTNAP1	DLG4	9606.ENSP00000264638	9606.ENSP00000382428	0	0	0	0	0.171	0.311	0	0.414	0.636
COG2	NAPA	9606.ENSP00000355629	9606.ENSP00000263354	0	0	0	0	0	0	0.650	0.113	0.676
COG2	KDELR3	9606.ENSP00000355629	9606.ENSP00000386918	0	0	0	0	0	0	0.600	0.062	0.608
COG2	COG6	9606.ENSP00000355629	9606.ENSP00000397441	0	0	0	0	0.155	0.885	0.900	0.945	0.999
COG6	NAA25	9606.ENSP00000397441	9606.ENSP00000261745	0	0	0	0	0	0	0	0.420	0.420
COG6	NAPA	9606.ENSP00000397441	9606.ENSP00000263354	0	0	0	0	0.049	0.152	0.650	0.199	0.743
COG6	TMED6	9606.ENSP00000397441	9606.ENSP00000288025	0	0	0	0	0.062	0	0	0.628	0.636
COG6	KDELR3	9606.ENSP00000397441	9606.ENSP00000386918	0	0	0	0	0	0	0.600	0.048	0.602
COIL	RRP1B	9606.ENSP00000240316	9606.ENSP00000339145	0	0	0	0	0.073	0.270	0	0.215	0.422
COIL	TRIM22	9606.ENSP00000240316	9606.ENSP00000369299	0	0	0	0	0.069	0	0	0.407	0.424
COIL	POLI	9606.ENSP00000240316	9606.ENSP00000462664	0	0	0	0	0	0	0	0.470	0.470
COIL	GEMIN5	9606.ENSP00000240316	9606.ENSP00000285873	0	0	0	0	0.107	0	0	0.527	0.560
COIL	DKC1	9606.ENSP00000240316	9606.ENSP00000358563	0	0	0	0	0.069	0	0	0.675	0.686
COL15A1	LAMC1	9606.ENSP00000364140	9606.ENSP00000258341	0	0	0	0	0.083	0	0	0.396	0.423
COLEC11	WDR43	9606.ENSP00000411770	9606.ENSP00000384302	0	0	0	0	0	0	0	0.448	0.448
CORO1B	WDR1	9606.ENSP00000377471	9606.ENSP00000427687	0	0	0	0	0.083	0.094	0	0.521	0.567
CRTAC1	DGKH	9606.ENSP00000359629	9606.ENSP00000337572	0	0	0	0	0	0	0	0.431	0.431
CRTAC1	RGS4	9606.ENSP00000359629	9606.ENSP00000397181	0	0	0	0	0.150	0	0	0.481	0.540
CSNK2A2	GTF2A1L	9606.ENSP00000262506	9606.ENSP00000384597	0	0	0	0	0	0.233	0	0.358	0.486
CSNK2A2	EIF1AX	9606.ENSP00000262506	9606.ENSP00000368927	0	0	0	0	0.063	0.670	0	0	0.677
CSNK2A2	PAK1IP1	9606.ENSP00000262506	9606.ENSP00000368887	0	0	0	0	0.042	0	0	0.695	0.695
CSNK2A2	WDR43	9606.ENSP00000262506	9606.ENSP00000384302	0	0	0	0	0.062	0.670	0	0.215	0.735
CXXC1	ZBTB33	9606.ENSP00000390475	9606.ENSP00000314153	0	0	0	0	0	0.057	0	0.412	0.422
CXXC1	RBBP4	9606.ENSP00000390475	9606.ENSP00000362592	0	0	0	0	0.055	0.249	0	0.316	0.472
CXXC1	EHMT2	9606.ENSP00000390475	9606.ENSP00000364678	0	0	0	0	0.108	0.220	0	0.541	0.653
CXXC1	HIST1H4H	9606.ENSP00000390475	9606.ENSP00000366956	0	0	0	0	0	0.213	0	0.279	0.409
CXXC1	PSIP1	9606.ENSP00000390475	9606.ENSP00000370109	0	0	0	0	0.185	0	0	0.373	0.467
CXXC1	SETD8	9606.ENSP00000390475	9606.ENSP00000384629	0	0	0	0	0.063	0.220	0	0.316	0.456
CYB5R1	PNPT1	9606.ENSP00000356218	9606.ENSP00000400646	0	0	0	0	0	0	0	0.407	0.407
DCAF16	PDZD11	9606.ENSP00000371682	9606.ENSP00000239666	0	0	0	0	0	0	0	0.513	0.513
DCAF16	DDA1	9606.ENSP00000371682	9606.ENSP00000352928	0	0	0	0	0	0.270	0.900	0.129	0.930
DDO	PEX10	9606.ENSP00000357920	9606.ENSP00000288774	0	0	0	0	0.082	0	0.600	0.053	0.621
DDO	PIPOX	9606.ENSP00000357920	9606.ENSP00000317721	0	0	0	0	0.065	0	0.900	0.605	0.959
DDO	SLC7A8	9606.ENSP00000357920	9606.ENSP00000320378	0.051	0	0	0	0.052	0	0	0.471	0.482
DDO	MPV17	9606.ENSP00000357920	9606.ENSP00000369383	0	0	0	0	0	0	0.900	0.101	0.906
DDX51	GAR1	9606.ENSP00000380495	9606.ENSP00000226796	0	0	0	0	0.164	0.314	0	0	0.402
DDX51	DPH2	9606.ENSP00000380495	9606.ENSP00000255108	0	0	0	0	0.514	0.057	0	0.041	0.522
DDX51	DPH1	9606.ENSP00000380495	9606.ENSP00000263083	0	0	0	0	0.529	0.057	0	0.041	0.537
