#node1	node2	node1_string_id	node2_string_id	neighborhood_on_chromosome	gene_fusion	phylogenetic_cooccurrence	homology	coexpression	experimentally_determined_interaction	database_annotated	automated_textmining	combined_score
ANKRD32	CLSPN	9606.ENSP00000265140	9606.ENSP00000312995	0	0	0	0	0.152	0	0	0.417	0.484
ANKRD32	POLE	9606.ENSP00000265140	9606.ENSP00000322570	0	0	0	0	0.145	0.345	0	0.488	0.688
AP2B1	PRKCG	9606.ENSP00000482835	9606.ENSP00000263431	0	0	0	0	0	0	0.900	0	0.900
AP2B1	VPS41	9606.ENSP00000482835	9606.ENSP00000309457	0	0	0	0	0.062	0.103	0.360	0.129	0.468
AP2B1	SLC18A3	9606.ENSP00000482835	9606.ENSP00000363229	0	0	0	0	0.052	0	0.600	0.115	0.635
AP2B1	EPHB1	9606.ENSP00000482835	9606.ENSP00000381097	0	0	0	0	0	0.060	0.600	0	0.607
AP2B1	FCHO1	9606.ENSP00000482835	9606.ENSP00000473001	0	0	0	0	0.062	0	0.600	0.507	0.799
APLP1	FIG4	9606.ENSP00000221891	9606.ENSP00000230124	0	0	0	0	0	0	0	0.434	0.434
APLP1	NPR3	9606.ENSP00000221891	9606.ENSP00000265074	0	0	0	0	0	0	0	0.521	0.521
APOBEC3G	SERINC3	9606.ENSP00000385057	9606.ENSP00000340243	0	0	0	0	0	0	0	0.488	0.488
ARHGEF6	ICAM1	9606.ENSP00000250617	9606.ENSP00000264832	0	0	0	0	0	0.478	0	0.073	0.495
ARHGEF6	PARVA	9606.ENSP00000250617	9606.ENSP00000334008	0	0	0	0	0.062	0.102	0	0.467	0.512
ARPIN	EFCAB11	9606.ENSP00000350075	9606.ENSP00000326267	0	0	0	0	0	0	0	0.457	0.457
ARSI	SUMF1	9606.ENSP00000333395	9606.ENSP00000272902	0.068	0	0.431	0	0	0.212	0.900	0.487	0.974
ARSI	TECPR2	9606.ENSP00000333395	9606.ENSP00000352510	0	0	0	0	0	0	0	0.418	0.418
ATAD5	CHTF18	9606.ENSP00000313171	9606.ENSP00000262315	0	0	0	0.541	0.390	0.541	0	0.956	0.836
ATAD5	PPP2R3A	9606.ENSP00000313171	9606.ENSP00000264977	0	0	0	0	0.073	0	0	0.448	0.466
ATAD5	MSH3	9606.ENSP00000313171	9606.ENSP00000265081	0	0	0	0	0.168	0.169	0	0.288	0.464
ATAD5	CLSPN	9606.ENSP00000313171	9606.ENSP00000312995	0	0	0	0	0.511	0	0	0.339	0.663
ATAD5	RAD51D	9606.ENSP00000313171	9606.ENSP00000466399	0	0	0	0	0.103	0.246	0	0.190	0.404
ATAD5	STRA13	9606.ENSP00000313171	9606.ENSP00000376168	0	0	0	0	0	0	0	0.496	0.497
ATAD5	UBE2V2	9606.ENSP00000313171	9606.ENSP00000428209	0	0	0	0	0	0	0	0.577	0.577
ATAD5	SMC4	9606.ENSP00000313171	9606.ENSP00000349961	0	0	0	0	0.566	0.143	0	0.139	0.652
ATAD5	POLE	9606.ENSP00000313171	9606.ENSP00000322570	0	0	0	0	0.667	0.257	0	0.459	0.854
ATAD5	SMC3	9606.ENSP00000313171	9606.ENSP00000354720	0	0	0	0	0.526	0.307	0	0.609	0.860
ATAD5	RFC1	9606.ENSP00000313171	9606.ENSP00000371321	0	0	0	0.543	0.139	0.327	0.900	0.891	0.962
B3GALT2	COL11A1	9606.ENSP00000356404	9606.ENSP00000359114	0	0	0	0	0	0	0	0.472	0.472
B9D2	BBS9	9606.ENSP00000243578	9606.ENSP00000242067	0	0	0	0	0.082	0	0	0.461	0.484
B9D2	IFT52	9606.ENSP00000243578	9606.ENSP00000362121	0	0	0	0	0.072	0	0	0.605	0.618
B9D2	NPHP3	9606.ENSP00000243578	9606.ENSP00000338766	0	0	0	0	0.062	0	0	0.731	0.737
BBS9	IFT52	9606.ENSP00000242067	9606.ENSP00000362121	0	0	0	0	0.093	0	0	0.465	0.494
BBS9	NPHP3	9606.ENSP00000242067	9606.ENSP00000338766	0	0	0	0	0	0.149	0	0.452	0.513
BBS9	RABGAP1	9606.ENSP00000242067	9606.ENSP00000362751	0	0	0	0	0.049	0	0	0.592	0.595
BCR	STAT5B	9606.ENSP00000303507	9606.ENSP00000293328	0	0	0	0	0.049	0	0.900	0.462	0.944
BCR	STAT1	9606.ENSP00000303507	9606.ENSP00000354394	0	0	0	0	0.049	0	0.650	0.109	0.677
BCS1L	NHP2	9606.ENSP00000413908	9606.ENSP00000274606	0	0	0	0	0.540	0.056	0	0.048	0.550
BCS1L	MRPS16	9606.ENSP00000413908	9606.ENSP00000362036	0	0	0	0	0.201	0	0	0.384	0.487
BST1	SNRNP70	9606.ENSP00000265016	9606.ENSP00000472998	0	0	0	0	0	0	0	0.456	0.456
C4orf22	CMSS1	9606.ENSP00000425786	9606.ENSP00000410396	0	0	0	0	0	0	0	0.402	0.402
CACNB4	PPP2R3A	9606.ENSP00000438949	9606.ENSP00000264977	0	0	0	0	0	0	0.600	0	0.600
CACNB4	GABRB3	9606.ENSP00000438949	9606.ENSP00000308725	0	0	0	0	0.118	0	0	0.369	0.420
CACNB4	SYT11	9606.ENSP00000438949	9606.ENSP00000357307	0	0	0	0	0.132	0.078	0	0.319	0.408
CACNB4	HSPA2	9606.ENSP00000438949	9606.ENSP00000378199	0	0	0	0	0.052	0	0.720	0.101	0.740
CACNB4	MAPK8	9606.ENSP00000438949	9606.ENSP00000378974	0	0	0	0	0.065	0	0	0.421	0.435
CCDC134	FSIP1	9606.ENSP00000255784	9606.ENSP00000280236	0	0	0	0	0	0	0	0.470	0.470
CCDC134	CCDC34	9606.ENSP00000255784	9606.ENSP00000330240	0	0	0	0	0	0	0	0.670	0.670
CD68	CDKN2A	9606.ENSP00000250092	9606.ENSP00000418915	0	0	0	0	0	0.056	0	0.391	0.400
CD68	STAT1	9606.ENSP00000250092	9606.ENSP00000354394	0	0	0	0	0	0	0	0.455	0.455
CD68	STAB1	9606.ENSP00000250092	9606.ENSP00000312946	0	0	0	0	0.145	0	0	0.421	0.483
CD68	VWF	9606.ENSP00000250092	9606.ENSP00000261405	0	0	0	0	0.062	0	0	0.656	0.663
CD68	ICAM1	9606.ENSP00000250092	9606.ENSP00000264832	0	0	0	0	0.135	0	0	0.654	0.687
CDC25A	ENSA	9606.ENSP00000303706	9606.ENSP00000341743	0	0	0	0	0.062	0.153	0	0.306	0.400
CDC25A	CDKN2A	9606.ENSP00000303706	9606.ENSP00000418915	0	0	0	0	0	0.078	0	0.466	0.486
CDC25A	CLSPN	9606.ENSP00000303706	9606.ENSP00000312995	0	0	0	0	0.314	0	0	0.645	0.746
CDC25A	SMAD3	9606.ENSP00000303706	9606.ENSP00000332973	0	0	0	0	0.062	0.359	0.900	0.269	0.950
CDC5L	SNRPD3	9606.ENSP00000360532	9606.ENSP00000215829	0	0	0	0	0.107	0.991	0.900	0.341	0.999
CDC5L	SNRPD1	9606.ENSP00000360532	9606.ENSP00000300413	0	0	0	0	0.116	0.992	0.900	0.197	0.999
CDC5L	CLSPN	9606.ENSP00000360532	9606.ENSP00000312995	0	0	0	0	0.085	0	0	0.448	0.474
CDC5L	KHDRBS1	9606.ENSP00000360532	9606.ENSP00000313829	0	0	0	0	0.288	0.313	0	0.148	0.548
CDC5L	SMC3	9606.ENSP00000360532	9606.ENSP00000354720	0	0	0	0	0.270	0.128	0	0.210	0.453
CDC5L	RARS2	9606.ENSP00000360532	9606.ENSP00000358549	0	0	0	0	0.065	0	0	0.477	0.490
CDC5L	HSPA2	9606.ENSP00000360532	9606.ENSP00000378199	0	0	0	0	0.063	0.312	0	0.152	0.406
CDC5L	GRK6	9606.ENSP00000360532	9606.ENSP00000433511	0	0	0	0	0	0	0	0.451	0.451
CDC5L	SET	9606.ENSP00000360532	9606.ENSP00000361777	0	0	0	0	0.477	0	0	0.054	0.484
CDC5L	TP53INP2	9606.ENSP00000360532	9606.ENSP00000363943	0	0	0	0	0	0	0	0.491	0.491
CDC5L	CDKN2A	9606.ENSP00000360532	9606.ENSP00000418915	0	0	0	0	0	0.692	0	0.181	0.737
CDC5L	SNRNP70	9606.ENSP00000360532	9606.ENSP00000472998	0	0	0	0	0.108	0.401	0	0.558	0.744
CDKAL1	ERAL1	9606.ENSP00000274695	9606.ENSP00000254928	0.219	0	0	0	0.112	0.060	0	0.190	0.401
CDKAL1	ELP3	9606.ENSP00000274695	9606.ENSP00000256398	0.138	0	0	0	0.526	0	0	0.107	0.603
CDKAL1	FAM8A1	9606.ENSP00000274695	9606.ENSP00000259963	0	0	0	0	0	0	0	0.418	0.418
CDKAL1	GLIS3	9606.ENSP00000274695	9606.ENSP00000371398	0	0	0	0	0	0	0	0.517	0.517
CDKAL1	CDKN2A	9606.ENSP00000274695	9606.ENSP00000418915	0.042	0	0	0	0.062	0	0	0.681	0.688
CDKN2A	RAB11FIP3	9606.ENSP00000418915	9606.ENSP00000262305	0	0	0	0	0	0	0	0.699	0.699
CDKN2A	POLE	9606.ENSP00000418915	9606.ENSP00000322570	0	0	0	0	0.056	0.057	0	0.455	0.472
CDKN2A	SMAD3	9606.ENSP00000418915	9606.ENSP00000332973	0	0	0	0	0	0.057	0.900	0.402	0.938
CDKN2A	STAT1	9606.ENSP00000418915	9606.ENSP00000354394	0	0	0	0	0.052	0.057	0	0.420	0.436
CDKN2A	MUTYH	9606.ENSP00000418915	9606.ENSP00000361170	0.043	0	0	0	0.052	0	0	0.427	0.434
CDKN2A	MAPK8	9606.ENSP00000418915	9606.ENSP00000378974	0	0	0	0	0	0.316	0	0.499	0.643
CDKN2A	RAD51D	9606.ENSP00000418915	9606.ENSP00000466399	0	0	0	0	0	0.058	0	0.399	0.410
CEP78	PDZD7	9606.ENSP00000365782	9606.ENSP00000480489	0	0	0	0	0	0	0	0.425	0.425
CFHR1	PTX3	9606.ENSP00000314299	9606.ENSP00000295927	0	0	0	0	0	0.486	0	0.828	0.908
CHMP4B	SARAF	9606.ENSP00000217402	9606.ENSP00000256255	0	0	0	0	0	0.418	0	0	0.418
CHMP4B	SERINC3	9606.ENSP00000217402	9606.ENSP00000340243	0	0	0	0	0.048	0.270	0	0.318	0.485
CHMP4B	GABARAPL1	9606.ENSP00000217402	9606.ENSP00000266458	0	0	0	0	0.081	0.148	0.900	0.356	0.942
CHMP4B	IST1	9606.ENSP00000217402	9606.ENSP00000438399	0	0	0	0	0.183	0.749	0.600	0.870	0.988
CHTF18	MAPRE3	9606.ENSP00000262315	9606.ENSP00000233121	0	0	0	0	0.086	0.376	0	0.048	0.409
CHTF18	CLSPN	9606.ENSP00000262315	9606.ENSP00000312995	0	0	0	0	0.251	0	0	0.303	0.456
CHTF18	TSPAN33	9606.ENSP00000262315	9606.ENSP00000483872	0	0	0	0	0	0	0	0.493	0.493
CHTF18	RTEL1	9606.ENSP00000262315	9606.ENSP00000353332	0	0	0	0	0.263	0.248	0	0.233	0.538
CHTF18	SMC4	9606.ENSP00000262315	9606.ENSP00000349961	0	0	0	0	0.762	0.104	0	0.488	0.881
CHTF18	SMC3	9606.ENSP00000262315	9606.ENSP00000354720	0	0	0	0	0.418	0.161	0	0.931	0.963
CHTF18	RFC1	9606.ENSP00000262315	9606.ENSP00000371321	0	0	0	0.554	0.472	0.786	0.600	0.925	0.971
CHTF18	POLE	9606.ENSP00000262315	9606.ENSP00000322570	0	0	0	0	0.830	0.935	0	0.636	0.995
CHTOP	SNRPD3	9606.ENSP00000357679	9606.ENSP00000215829	0	0	0	0	0.702	0	0	0	0.702
CHTOP	WDR77	9606.ENSP00000357679	9606.ENSP00000235090	0	0	0	0	0.084	0.270	0	0.260	0.462
CHTOP	SNRPD1	9606.ENSP00000357679	9606.ENSP00000300413	0	0	0	0	0.613	0	0	0.135	0.650
CHTOP	RBM14	9606.ENSP00000357679	9606.ENSP00000311747	0	0	0	0	0.720	0	0	0	0.720
CHTOP	KHDRBS1	9606.ENSP00000357679	9606.ENSP00000313829	0	0	0	0	0.424	0	0	0	0.424
CHTOP	SNRNP70	9606.ENSP00000357679	9606.ENSP00000472998	0	0	0	0	0.625	0.129	0	0	0.659
CHTOP	SRSF3	9606.ENSP00000357679	9606.ENSP00000362820	0	0	0	0	0.632	0	0.600	0.157	0.865
CLDN1	TSPAN3	9606.ENSP00000295522	9606.ENSP00000267970	0	0	0	0	0	0	0	0.616	0.616
CLSPN	POLE	9606.ENSP00000312995	9606.ENSP00000322570	0	0	0	0	0.531	0	0	0.448	0.730
CMSS1	TRMT6	9606.ENSP00000410396	9606.ENSP00000203001	0	0	0	0	0.686	0	0	0	0.686
CMSS1	KRR1	9606.ENSP00000410396	9606.ENSP00000229214	0	0	0	0	0.824	0.143	0	0.145	0.859
CMSS1	ELP3	9606.ENSP00000410396	9606.ENSP00000256398	0	0	0	0	0.199	0	0	0.330	0.440
CMSS1	NHP2	9606.ENSP00000410396	9606.ENSP00000274606	0	0	0	0	0.660	0	0	0	0.660
COL11A1	P4HB	9606.ENSP00000359114	9606.ENSP00000327801	0	0	0	0	0	0.058	0.600	0.095	0.629
COQ3	HMBS	9606.ENSP00000254759	9606.ENSP00000278715	0	0	0	0	0.141	0	0	0.539	0.587
CTF1	STAT1	9606.ENSP00000279804	9606.ENSP00000354394	0	0	0	0	0	0	0	0.431	0.431
DCTPP1	ERAL1	9606.ENSP00000322524	9606.ENSP00000254928	0.295	0	0	0	0.077	0.258	0	0.390	0.666
DCTPP1	NHP2	9606.ENSP00000322524	9606.ENSP00000274606	0	0	0	0	0.590	0	0	0	0.590
DCTPP1	NME1	9606.ENSP00000322524	9606.ENSP00000337060	0	0	0	0	0.320	0	0.900	0.061	0.930
DHCR7	LIPA	9606.ENSP00000347717	9606.ENSP00000337354	0	0	0	0	0.062	0.061	0.900	0.230	0.923
DHCR7	FYN	9606.ENSP00000347717	9606.ENSP00000346671	0	0	0	0	0	0	0	0.430	0.430
DHCR7	EBP	9606.ENSP00000347717	9606.ENSP00000417052	0	0	0	0	0.193	0	0	0.778	0.813
DLL1	JAG1	9606.ENSP00000355718	9606.ENSP00000254958	0	0	0	0.858	0.062	0.348	0.900	0.897	0.941
DLL1	POGLUT1	9606.ENSP00000355718	9606.ENSP00000295588	0	0	0	0	0	0.145	0	0.352	0.422
DLL1	FYN	9606.ENSP00000355718	9606.ENSP00000346671	0	0	0	0	0	0.080	0	0.427	0.450
DNAH7	MYO7B	9606.ENSP00000311273	9606.ENSP00000415090	0	0	0	0	0.088	0.112	0	0.339	0.418
DNAH7	EFCAB11	9606.ENSP00000311273	9606.ENSP00000326267	0	0	0	0	0.065	0	0	0.411	0.426
EFCAB11	NME5	9606.ENSP00000326267	9606.ENSP00000265191	0	0	0	0	0.062	0.184	0	0.351	0.460
EFCAB6	LDLRAD2	9606.ENSP00000262726	9606.ENSP00000340988	0	0	0	0	0	0	0	0.470	0.470
EFCAB6	INPP5A	9606.ENSP00000262726	9606.ENSP00000357583	0	0	0	0	0	0	0	0.611	0.611
EFHB	SARAF	9606.ENSP00000295824	9606.ENSP00000256255	0	0	0	0	0	0	0	0.469	0.469
ELP3	TRMT6	9606.ENSP00000256398	9606.ENSP00000203001	0	0	0	0	0.311	0	0	0.245	0.457
ELP3	KRR1	9606.ENSP00000256398	9606.ENSP00000229214	0	0	0	0	0.297	0	0	0.188	0.404
ELP3	FTSJ2	9606.ENSP00000256398	9606.ENSP00000242257	0	0	0	0	0.247	0.247	0	0.158	0.481
ELP3	VWF	9606.ENSP00000256398	9606.ENSP00000261405	0	0	0	0	0.062	0	0	0.429	0.441
ELP3	PA2G4	9606.ENSP00000256398	9606.ENSP00000302886	0	0	0	0	0.509	0	0	0	0.509
ELP3	ELP6	9606.ENSP00000256398	9606.ENSP00000296149	0	0	0	0	0.107	0.057	0.900	0.896	0.990
ENSA	PPP2R3A	9606.ENSP00000341743	9606.ENSP00000264977	0	0	0	0	0.062	0	0	0.395	0.408
EPHB1	FYN	9606.ENSP00000381097	9606.ENSP00000346671	0	0	0	0.757	0.094	0.070	0.900	0.313	0.914
ERAL1	FTSJ2	9606.ENSP00000254928	9606.ENSP00000242257	0	0	0	0	0.086	0	0	0.549	0.570
ERAL1	GUF1	9606.ENSP00000254928	9606.ENSP00000281543	0.295	0	0	0	0.184	0	0	0.084	0.427
ERAL1	MTG1	9606.ENSP00000254928	9606.ENSP00000323047	0.078	0	0	0	0.085	0	0	0.792	0.809
ERAL1	MRPS16	9606.ENSP00000254928	9606.ENSP00000362036	0.059	0	0	0	0.084	0	0.800	0.458	0.894
EXOSC2	SNRPD3	9606.ENSP00000361433	9606.ENSP00000215829	0	0	0	0	0.433	0	0	0.281	0.575
EXOSC2	NHP2	9606.ENSP00000361433	9606.ENSP00000274606	0	0	0	0	0.629	0.172	0	0	0.680
EXOSC2	SNRPD1	9606.ENSP00000361433	9606.ENSP00000300413	0	0	0	0	0.448	0	0	0.067	0.463
EXOSC2	RBM14	9606.ENSP00000361433	9606.ENSP00000311747	0	0	0	0	0.427	0	0	0	0.426
EXOSC2	TTC4	9606.ENSP00000361433	9606.ENSP00000360329	0	0	0	0	0.451	0.065	0	0	0.465
EXOSC2	SNRNP70	9606.ENSP00000361433	9606.ENSP00000472998	0	0	0	0	0.308	0.162	0	0.081	0.421
EXOSC2	WDR4	9606.ENSP00000361433	9606.ENSP00000381266	0	0	0	0	0.458	0	0	0	0.458
EXOSC2	SRSF3	9606.ENSP00000361433	9606.ENSP00000362820	0	0	0	0	0.590	0	0	0.062	0.599
EXT1	NDST1	9606.ENSP00000367446	9606.ENSP00000261797	0	0	0	0	0.063	0	0	0.834	0.837
FAM110A	NOS1AP	9606.ENSP00000354163	9606.ENSP00000355133	0	0	0	0	0	0	0	0.459	0.459
FAM136A	POLR3G	9606.ENSP00000037869	9606.ENSP00000382058	0	0	0	0	0.096	0	0	0.363	0.400
FAM136A	NCLN	9606.ENSP00000037869	9606.ENSP00000246117	0	0	0	0	0	0	0	0.404	0.404
FAM136A	RRAGB	9606.ENSP00000037869	9606.ENSP00000262850	0	0	0	0	0	0	0	0.426	0.426
FARSB	GUF1	9606.ENSP00000281828	9606.ENSP00000281543	0.219	0	0	0	0.105	0	0	0.224	0.410
FARSB	MRPL17	9606.ENSP00000281828	9606.ENSP00000288937	0.219	0	0	0	0.159	0	0	0.187	0.419
FARSB	RARS2	9606.ENSP00000281828	9606.ENSP00000358549	0.135	0	0	0	0.247	0.057	0	0.303	0.514
FARSB	SET	9606.ENSP00000281828	9606.ENSP00000361777	0	0	0	0	0.155	0.460	0	0	0.524
FBXL7	FBXO2	9606.ENSP00000423630	9606.ENSP00000346240	0	0	0	0	0	0	0	0.450	0.450
FBXO15	GLIS3	9606.ENSP00000393154	9606.ENSP00000371398	0	0	0	0	0	0	0	0.404	0.404
FCHO1	SNX18	9606.ENSP00000473001	9606.ENSP00000317332	0	0	0	0	0	0	0	0.419	0.419
FHL1	STAT5B	9606.ENSP00000377710	9606.ENSP00000293328	0	0	0	0	0.049	0	0.600	0	0.603
FHL1	STAT1	9606.ENSP00000377710	9606.ENSP00000354394	0	0	0	0	0	0	0.600	0	0.600
FHL1	INPP5A	9606.ENSP00000377710	9606.ENSP00000357583	0	0	0	0	0.063	0	0	0.764	0.769
FHL1	GLIPR2	9606.ENSP00000377710	9606.ENSP00000367196	0	0	0	0	0	0	0	0.595	0.595
FIG4	LRRN4	9606.ENSP00000230124	9606.ENSP00000368135	0	0	0	0	0.062	0	0	0.451	0.463
FIGN	TTLL4	9606.ENSP00000333836	9606.ENSP00000375951	0	0	0	0	0.063	0	0	0.513	0.525
FKBP4	TTC4	9606.ENSP00000001008	9606.ENSP00000360329	0	0	0	0	0.086	0.102	0	0.391	0.456
FKBP4	NUP62	9606.ENSP00000001008	9606.ENSP00000471191	0	0	0	0	0.062	0	0	0.702	0.709
FKBP4	HSPA2	9606.ENSP00000001008	9606.ENSP00000378199	0	0	0	0	0.066	0.180	0.600	0.451	0.809
FOSL2	SMAD3	9606.ENSP00000264716	9606.ENSP00000332973	0	0	0	0	0.076	0.062	0	0.483	0.512
FOSL2	MAPK8	9606.ENSP00000264716	9606.ENSP00000378974	0	0	0	0	0	0.243	0.600	0.396	0.801
FSIP1	PDE5A	9606.ENSP00000280236	9606.ENSP00000347046	0	0	0	0	0	0	0	0.410	0.410
FTSJ2	TRMT6	9606.ENSP00000242257	9606.ENSP00000203001	0	0	0	0	0.435	0.056	0	0.563	0.746
FTSJ2	OSGEPL1	9606.ENSP00000242257	9606.ENSP00000264151	0.041	0	0	0	0.112	0	0	0.381	0.427
FTSJ2	NSUN5	9606.ENSP00000242257	9606.ENSP00000309126	0.071	0	0	0	0.190	0.183	0	0.263	0.486
FTSJ2	MTG1	9606.ENSP00000242257	9606.ENSP00000323047	0	0	0	0	0.210	0.227	0	0.660	0.774
FXN	MSH3	9606.ENSP00000366482	9606.ENSP00000265081	0.070	0	0	0	0.062	0	0	0.488	0.514
FXN	HMBS	9606.ENSP00000366482	9606.ENSP00000278715	0.293	0	0	0	0.148	0	0	0.389	0.600
FXN	MRPL17	9606.ENSP00000366482	9606.ENSP00000288937	0	0	0	0	0.108	0.551	0	0	0.582
FXN	ISCU	9606.ENSP00000366482	9606.ENSP00000310623	0	0	0	0	0.105	0.971	0.800	0.994	0.999
FXN	GLRX5	9606.ENSP00000366482	9606.ENSP00000328570	0	0	0	0	0.092	0.318	0	0.937	0.958
FXN	MRPS16	9606.ENSP00000366482	9606.ENSP00000362036	0	0	0	0	0.086	0.551	0	0.057	0.579
FYN	TNFRSF1A	9606.ENSP00000346671	9606.ENSP00000162749	0	0	0	0	0	0.286	0	0.213	0.414
FYN	VCL	9606.ENSP00000346671	9606.ENSP00000211998	0	0	0	0	0.062	0	0.900	0.637	0.963
FYN	NTRK2	9606.ENSP00000346671	9606.ENSP00000277120	0	0	0	0.695	0.082	0.284	0.600	0.945	0.796
FYN	STAT5B	9606.ENSP00000346671	9606.ENSP00000293328	0	0	0	0	0.064	0.140	0.900	0.490	0.953
FYN	KHDRBS1	9606.ENSP00000346671	9606.ENSP00000313829	0	0	0	0	0	0.884	0	0.871	0.984
FYN	SORBS2	9606.ENSP00000346671	9606.ENSP00000347852	0	0	0	0	0	0.056	0	0.412	0.421
FYN	MAPK8	9606.ENSP00000346671	9606.ENSP00000378974	0	0	0.345	0.572	0.063	0.143	0.900	0.430	0.937
FYN	STAT1	9606.ENSP00000346671	9606.ENSP00000354394	0	0	0	0	0	0.294	0.900	0.389	0.953
FYN	PTK2B	9606.ENSP00000346671	9606.ENSP00000380638	0	0	0	0.714	0.062	0.850	0.900	0.878	0.988
GABARAPL1	TECPR2	9606.ENSP00000266458	9606.ENSP00000352510	0	0	0	0	0	0.176	0	0.387	0.473
GABARAPL1	GABRB3	9606.ENSP00000266458	9606.ENSP00000308725	0	0	0	0	0.062	0.056	0.600	0.107	0.641
GABARAPL1	TP53INP2	9606.ENSP00000266458	9606.ENSP00000363943	0	0	0	0	0.095	0.057	0.800	0.391	0.882
GABARAPL1	TAX1BP1	9606.ENSP00000266458	9606.ENSP00000379612	0	0	0	0	0.062	0.376	0.800	0.653	0.954
GABRB3	GRIK1	9606.ENSP00000308725	9606.ENSP00000382791	0	0	0	0	0.063	0	0	0.390	0.404
GALNT5	MGAT3	9606.ENSP00000259056	9606.ENSP00000345270	0	0	0	0	0	0	0	0.439	0.439
GATA6	ICAM2	9606.ENSP00000269216	9606.ENSP00000415283	0	0	0	0	0	0	0	0.440	0.440
GBP1	STAT1	9606.ENSP00000359504	9606.ENSP00000354394	0	0	0	0	0.812	0	0	0.611	0.924
GBP1	IRF9	9606.ENSP00000359504	9606.ENSP00000380073	0	0	0	0	0.329	0	0	0.510	0.657
